x,y,action
15.663982391,36.675834656
14.838100433,38.543777466
14.029741287,40.392314911
12.890856743,42.498657227
11.940526009,44.375453949
10.95911026,46.16204071
10.037521362,47.955303192
9.144259453,49.839332581
8.452245712,52.133640289
7.737264156,54.09778595,continue
7.402405739,55.295307159
7.703805447,56.686229706
6.946929932,57.7514534
4.974113941,58.279380798
3.15535593,59.338176727
1.272333741,59.32837677
-0.796253383,59.637355804
-2.797713041,59.773715973
-4.834127426,59.992530823
-6.851556301,60.255840302,continue
-8.975720406,60.733745575
-11.031785011,60.953521729
-13.117851257,61.189376831
-15.150961876,61.26815033
-17.195222855,61.382720947
-19.240228653,61.57144165
-21.16075325,62.182209015
-22.98441124,63.092456818
-24.890089035,63.875415802
-26.778150558,64.712135315,stop
