x,y,action
-28.789972305,65.239334106
-30.921014786,65.025161743
-32.33795166,64.053527832
-33.355800629,62.245429993
-33.82276535,60.241943359
-33.89315033,58.227489471
-33.780956268,56.15473175
-33.762226105,54.112701416
-33.769947052,51.956138611
-33.609500885,49.959075928,continue
-33.610553741,47.662708282
-33.583976746,45.587535858
-33.397396088,43.569091797
-33.132591248,41.447982788
-32.749443054,39.132713318
-32.161636353,37.166061401
-32.017642975,35.138690948
-31.812438965,33.100193024
-31.651643753,31.304782867,continue
-31.616020203,29.249965668
-31.531291962,27.179950714
-31.745275497,23.819574356
-32.260032654,21.7234478,stop
