x,y,action,left_tolerance,right_tolerance,yaw_deg
-0.019633364,-0.007676099,
-0.005036712,-0.007242853,
0.032992549,-0.016516484,
0.199026465,-0.021066537,
0.428077877,-0.044889063,
0.650465548,-0.102436572,
0.873558283,-0.123453692,
1.046129704,-0.227588207,
1.201844692,-0.373818576,
1.347450495,-0.604759812,
1.416078448,-0.830107331,
1.451910138,-1.037186742,
1.405616879,-1.288335443,
1.312220454,-1.499296069,
1.186051607,-1.675725341,
0.995654523,-1.83762002,
0.797174692,-1.873140931,
0.460242897,-1.945491195,
0.187488809,-1.881767273,
0.025507269,-1.792226434,
-0.202576607,-1.665837646,
-0.401777059,-1.537218928,
-0.581754923,-1.403180242,
-0.721481085,-1.238361359,
-0.860574007,-1.056151748,
-0.984338522,-0.82677418,
-1.026401162,-0.628513813,
-1.11785543,-0.444847584,
-1.159281969,-0.250137419,
-1.181176782,-0.050353754,
-1.248625159,0.212136194,
-1.295364141,0.535118759,
-1.281318665,1.122444272,
-1.310064077,1.689953327,
-1.326790214,1.938729167,
-1.320346594,2.238942146,
-1.309533119,2.594648123,
-1.281165481,2.802947998,
-1.242495656,3.023029089,
-1.142810464,3.206706762,
-0.88429749,3.359366179,
-0.865981042,3.501924515,
-0.699614167,3.505691767,
-0.476882011,3.559512138,
-0.283676535,3.615605831,
-0.129966602,3.652715921,
-0.146818906,3.599333286,
-0.127460882,3.621623516,
-0.061315317,3.589514256,
0.119493984,3.699928999,
0.343446732,3.913211823,
0.541379869,4.125943661,
0.682412148,4.312677383,
0.896520853,4.621542454,
1.120603561,5.038730621,
1.247435689,5.320408344,
1.377944827,5.842954159,
1.394252062,6.80842638,
1.378572106,7.623416424,
1.392890692,10.187306404,
1.639308453,12.270020485,
1.751979709,12.598434448,
1.985330701,12.950575829,
2.112320423,13.224628448,
2.40636611,13.535819054,
2.662700653,13.988563538,
2.747661829,14.283377647,
2.981342793,14.923872948,
3.037632942,15.25925827,
3.485929489,16.983371735,
4.289160728,18.951839447,
5.181161404,20.815263748,
6.037639141,22.816921234,
6.250213623,23.431871414,
6.320044041,23.642215729,
6.356478691,23.91267395,
6.429346561,24.260616302,
6.55937767,24.465848923,
6.814336777,24.833971024,
6.911808968,24.997720718,
7.264284611,25.147083282,
7.492777824,25.175544739,
8.455701828,25.176200867,
9.003940582,25.577445984,
8.973833084,25.655822754,
8.782773018,25.329862595,
9.046021461,25.36322403,
9.280527115,25.380300522,
9.544605255,25.409269333,
9.935154915,25.472047806,
10.131199837,25.539432526,
10.339057922,25.6257267,
10.294264793,25.645925522,
10.058102608,25.677900314,
8.990298271,26.759458542,
9.457468033,26.685640335,
9.735591888,26.644329071,
9.969488144,26.817966461,
