__time,/pcl_pose/header/stamp/nanosec,/pcl_pose/header/stamp/sec,/pcl_pose/pose/pose/orientation/w,/pcl_pose/pose/pose/orientation/x,/pcl_pose/pose/pose/orientation/y,/pcl_pose/pose/pose/orientation/z,/pcl_pose/pose/pose/position/x,/pcl_pose/pose/pose/position/y,/pcl_pose/pose/pose/position/z
1730697837.44789,85464320,1728187426,0.713084462,-0.011314092,-0.000354457,0.70098671,16.141960144,70.088943481,-2.522113562
1730697837.58669,186340608,1728187426,0.713127902,-0.011387338,-0.000323274,0.700941334,16.13876915,70.097724915,-2.519844055
1730697837.63695,287186688,1728187426,0.713087207,-0.011308441,-0.000393816,0.70098399,16.141611099,70.088569641,-2.517442942
1730697838.14208,791496704,1728187426,0.713113383,-0.011323004,-0.000414179,0.70095711,16.141435623,70.09072113,-2.515505075
1730697838.25516,892372992,1728187426,0.713044984,-0.011584559,-0.000199162,0.70102249,16.147266388,70.091659546,-2.514536619
1730697838.35837,993230848,1728187426,0.713171318,-0.011299845,-0.000418616,0.700898517,16.141469955,70.097145081,-2.519110203
1730697838.44817,94194176,1728187427,0.713102381,-0.011172695,-0.000613036,0.700970558,16.150022507,70.093475342,-2.519605637
1730697838.56409,194927872,1728187427,0.713021839,-0.011508078,-0.000173997,0.701047335,16.141153336,70.089431763,-2.520446777
1730697838.64668,295770880,1728187427,0.71302253,-0.011407006,-0.000383018,0.701048181,16.141780853,70.08807373,-2.519310951
1730697838.75055,396630016,1728187427,0.71305837,-0.01138645,-0.000380217,0.701012088,16.140544891,70.090209961,-2.519250154
1730697838.96765,598390016,1728187427,0.713082733,-0.011581218,-0.000273432,0.700984146,16.143043518,70.094985962,-2.519980669
1730697839.05201,699226112,1728187427,0.713074156,-0.011545426,-0.000358281,0.700993435,16.142875671,70.094558716,-2.520662308
1730697839.15339,800069376,1728187427,0.713097562,-0.011415418,-0.000420393,0.700971722,16.141864777,70.094093323,-2.52025032
1730697839.25309,900930304,1728187427,0.713092387,-0.011386994,-0.000383894,0.700977456,16.14156723,70.090766907,-2.52058506
1730697839.5584,203507200,1728187428,0.713104916,-0.011405637,-0.000381481,0.70096443,16.142282486,70.089317322,-2.521314383
1730697839.66211,304388864,1728187428,0.713098253,-0.011340741,-0.000537586,0.70097217,16.144268036,70.098457336,-2.518087864
1730697839.75736,405220864,1728187428,0.713091716,-0.011465691,-0.000289327,0.700976904,16.144102097,70.087265015,-2.51922965
1730697839.86717,506095104,1728187428,0.713110621,-0.011341162,-0.000458805,0.700959595,16.143167496,70.097824097,-2.518584967
1730697839.95896,606939392,1728187428,0.713099093,-0.011328158,-0.000403709,0.700971575,16.144630432,70.087493896,-2.518736124
1730697840.08309,707797248,1728187428,0.713099749,-0.01135437,-0.000481759,0.700970449,16.144378662,70.09703064,-2.517340422
1730697840.17223,808656640,1728187428,0.712104142,-0.011054113,-0.000750676,0.701986377,16.127037048,70.100410461,-2.516797066
1730697840.27492,909515008,1728187428,0.710992959,-0.010506576,-0.001636314,0.703118694,16.13820076,70.079269409,-2.500712395
1730697840.37664,10388480,1728187429,0.708949713,-0.008355755,-0.00341673,0.705201233,16.108434677,70.102073669,-2.530241251
1730697840.46502,111249408,1728187429,0.705858289,-0.010665678,-0.001036827,0.708272046,16.134822845,70.108215332,-2.535610676
1730697840.56547,212224768,1728187429,0.705292412,-0.010963569,-0.000878873,0.708831145,16.130662918,70.128562927,-2.513287544
1730697840.67882,312988672,1728187429,0.703537898,-0.010214556,-0.001327345,0.71058308,16.116960526,70.163009644,-2.528770685
1730697840.76961,413847296,1728187429,0.702805155,-0.010779485,-0.001607942,0.711298892,16.128135681,70.188728333,-2.505950212
1730697840.97216,615544320,1728187429,0.699070675,-0.006708959,-0.005257429,0.715001795,16.106565475,70.246582031,-2.53210187
1730697841.14464,716385280,1728187429,0.698204877,-0.010737989,-0.002071057,0.715814471,16.1033535,70.303230286,-2.540848017
1730697841.18674,817260032,1728187429,0.696704694,-0.011432688,-0.001767875,0.717264776,16.096740723,70.329772949,-2.513763428
1730697841.27209,918251520,1728187429,0.694613475,-0.011097064,-0.002271634,0.719293908,16.093925476,70.370635986,-2.518157959
1730697841.38565,18965504,1728187430,0.694070326,-0.011991921,-0.001616587,0.719805484,16.086706161,70.419799805,-2.517140388
1730697841.48609,119827200,1728187430,0.693115599,-0.011496392,-0.002107917,0.720731662,16.0879879,70.464920044,-2.519407749
1730697841.57852,220680192,1728187430,0.692799442,-0.011476116,-0.002232117,0.721035529,16.096956253,70.503005981,-2.514230728
1730697841.67352,321555712,1728187430,0.69501591,-0.011476142,-0.00203936,0.718899842,16.095964432,70.529296875,-2.515595675
1730697841.90038,523276544,1728187430,0.70152262,-0.011463628,-0.001916126,0.7125524,16.102693558,70.618743896,-2.522650957
1730697841.97749,624134912,1728187430,0.705717235,-0.011013414,-0.002701216,0.708402822,16.095485687,70.669006348,-2.517465115
1730697842.09047,724975872,1728187430,0.707122175,-0.010786964,-0.002738078,0.707003766,16.078647614,70.756996155,-2.530190706
1730697842.17953,825850112,1728187430,0.705481968,-0.010019692,-0.003566043,0.70864804,16.076122284,70.834136963,-2.530746222
1730697842.58782,229285120,1728187431,0.694372967,-0.01100055,-0.000143167,0.719531181,16.080171585,71.064193726,-2.546915293
1730697842.68562,330144000,1728187431,0.692446213,-0.011047034,-0.000205979,0.721384921,16.08231163,71.116065979,-2.533369064
1730697842.78679,431019520,1728187431,0.690735336,-0.011351742,0.000394148,0.723018439,16.078048706,71.172279358,-2.538310051
1730697842.88635,531860480,1728187431,0.68965379,-0.011353826,0.000130149,0.724050174,16.076734543,71.230056763,-2.536794901
1730697842.98827,632707840,1728187431,0.688715178,-0.011250072,0.000469738,0.724944599,16.067848206,71.309288025,-2.547476768
1730697843.21353,834438656,1728187431,0.684953578,-0.010878196,0.000118054,0.72850547,16.060926437,71.44002533,-2.546021223
1730697843.31499,935300096,1728187431,0.682349408,-0.011834878,0.000569696,0.73093014,16.048210144,71.532592773,-2.549063921
1730697843.39148,36141568,1728187432,0.677975914,-0.012743099,0.002064831,0.734970721,16.029439926,71.600776672,-2.541982889
1730697843.49204,137021184,1728187432,0.675123108,-0.012661286,0.002142431,0.737593268,16.030834198,71.669998169,-2.551475048
1730697843.59843,237873920,1728187432,0.672638386,-0.012272855,0.001855027,0.73986718,16.023048401,71.7265625,-2.550290823
1730697843.69337,338718464,1728187432,0.671103267,-0.012288501,0.001924215,0.741259506,16.01291275,71.79234314,-2.55798912
1730697843.99501,641295872,1728187432,0.672241992,-0.007816358,-0.002488834,0.740285982,15.996608734,71.962593079,-2.564569235
1730697844.09508,742156544,1728187432,0.673054558,-0.005855748,-0.003183964,0.739562813,15.992991447,72.030235291,-2.568033457
1730697844.1974,843017984,1728187432,0.673044051,-0.008495852,0.000528223,0.739553414,15.993487358,72.103431702,-2.570564032
1730697844.35642,943873024,1728187432,0.674683452,-0.008076295,0.001202548,0.738062015,15.995699883,72.171463013,-2.564367294
1730697844.422,44730624,1728187433,0.675917522,-0.010853886,0.004137712,0.736885713,15.98493576,72.266891479,-2.580784082
1730697844.50159,145645568,1728187433,0.67739988,-0.010736027,0.00396095,0.735526001,15.974524498,72.335327148,-2.57955575
1730697844.60339,246473472,1728187433,0.679182937,-0.010122268,0.003500023,0.733890885,15.970248222,72.399475098,-2.583145618
1730697844.80492,448208128,1728187433,0.686479661,-0.013187062,0.00520461,0.727010775,15.94729805,72.557723999,-2.581766844
1730697844.9094,549169664,1728187433,0.690715909,-0.011217196,0.002908222,0.723033338,15.920742989,72.638435364,-2.595947981
1730697845.00523,650027520,1728187433,0.694311997,-0.01150802,0.001623714,0.719580264,15.924912453,72.71661377,-2.585867882
1730697845.27869,851639040,1728187433,0.689942608,-0.007697506,-0.00194115,0.723820531,15.921777725,72.900222778,-2.572131634
1730697845.32998,952478720,1728187433,0.686940952,-0.010282676,0.000152135,0.726640472,15.913338661,72.988456726,-2.58938694
1730697845.4065,53320960,1728187434,0.684011385,-0.008584309,-0.001799883,0.729418566,15.897169113,73.070228577,-2.5918715
1730697845.61286,255054080,1728187434,0.682691447,-0.008919945,-0.002464736,0.730648184,15.861035347,73.213226318,-2.578109264
1730697845.72383,355919872,1728187434,0.68191319,-0.012031435,-0.0009789,0.73133349,15.833288193,73.305892944,-2.562354803
1730697845.92143,557656064,1728187434,0.679131744,-0.010787576,-0.002434646,0.733933063,15.820364952,73.485832214,-2.574253082
1730697846.01839,658476288,1728187434,0.676746915,-0.012184488,-0.000864521,0.736114356,15.803472519,73.577377319,-2.605319262
1730697846.13539,759354880,1728187434,0.675612007,-0.011046421,-0.001335697,0.73717337,15.789758682,73.663452148,-2.586533546
1730697846.218,860191488,1728187434,0.674045142,-0.011478731,-0.000378226,0.738600848,15.796517372,73.753921509,-2.587119579
1730697846.31697,961067008,1728187434,0.671897537,-0.012289026,0.001274822,0.740541058,15.78583622,73.852424622,-2.596008778
1730697846.41858,61909504,1728187435,0.671229785,-0.012472816,0.001537451,0.741142788,15.774809837,73.93939209,-2.600509882
1730697846.51802,162804992,1728187435,0.668494971,-0.012033204,0.000716692,0.743618966,15.76334095,74.028884888,-2.613804579
1730697846.72081,364489216,1728187435,0.665351525,-0.011074631,-0.001485613,0.746446578,15.722100258,74.209831238,-2.611569881
1730697846.92992,566221568,1728187435,0.661022301,-0.010918863,-0.002807118,0.75028154,15.673290253,74.402137756,-2.62040472
1730697847.02138,667064832,1728187435,0.658806151,-0.010001913,-0.00316082,0.75223958,15.67383194,74.487091064,-2.594296694
1730697847.22614,868832512,1728187435,0.653422332,-0.012026791,-0.000155678,0.756897998,15.635564804,74.691329956,-2.622284412
1730697847.42989,70501376,1728187436,0.652199901,-0.012308869,0.000545355,0.757946903,15.578108788,74.910438538,-2.632265568
1730697847.5265,171373824,1728187436,0.655413196,-0.013949157,0.002280511,0.755138221,15.569897652,75.008583069,-2.610511541
1730697847.62812,272217344,1728187436,0.660740546,-0.0165196,0.004023553,0.750421759,15.530900002,75.112449646,-2.626634121
1730697847.7426,373097216,1728187436,0.667633802,-0.015077999,0.002044932,0.744334285,15.517627716,75.186439514,-2.646554708
1730697847.85925,473961984,1728187436,0.673914539,-0.015048666,0.002160011,0.738652845,15.5042696,75.281494141,-2.634404659
1730697847.92931,574811648,1728187436,0.682636573,-0.012512847,-0.000123674,0.730650927,15.489710808,75.350166321,-2.647717714
1730697848.13638,776515840,1728187436,0.688938066,-0.012107048,0.00018919,0.72471906,15.516988754,75.486961365,-2.635619879
1730697848.34165,978230016,1728187436,0.692511329,-0.008594317,-0.002023978,0.721352982,15.521333694,75.654533386,-2.654350758
1730697848.43545,79090432,1728187437,0.693181675,-0.010283974,0.000153083,0.720689465,15.527514458,75.72883606,-2.650037527
1730697848.55558,179965696,1728187437,0.693570155,-0.010817969,0.001169021,0.720306914,15.526034355,75.839004517,-2.660883665
1730697848.74184,381709568,1728187437,0.695132375,-0.010967268,0.001730409,0.718795986,15.523158073,76.005226135,-2.669215679
1730697848.83992,482570496,1728187437,0.695373952,-0.010946937,0.001768368,0.718562516,15.514076233,76.09967804,-2.671309233
1730697849.17871,785235712,1728187437,0.696550452,-0.011543549,0.000869783,0.717414448,15.469999313,76.388618469,-2.67063427
1730697849.23966,886102784,1728187437,0.695838971,-0.011845714,0.001074987,0.718099314,15.463155746,76.479156494,-2.674773216
1730697849.44532,87724032,1728187438,0.694991143,-0.012730914,0.000956772,0.718904964,15.44304657,76.684059143,-2.670342922
1730697849.85218,491150592,1728187438,0.686379615,-0.012515107,-0.002991725,0.727129573,15.403329849,77.04259491,-2.692822218
1730697849.9472,592103936,1728187438,0.684410207,-0.013848538,-0.00179819,0.728963361,15.393600464,77.144859314,-2.680671453
1730697850.05081,692868864,1728187438,0.682027036,-0.013810275,-0.001299711,0.731195421,15.387857437,77.233482361,-2.678991556
1730697850.15153,793694976,1728187438,0.680266307,-0.012426757,-0.001725427,0.73285764,15.358286858,77.350891113,-2.683295488
1730697850.36198,995423744,1728187438,0.675250958,-0.011900925,-0.000657936,0.73749177,15.33586216,77.516578674,-2.691227674
1730697850.66093,297985536,1728187439,0.660756104,-0.011192342,0.001357125,0.750516013,15.302225113,77.808532715,-2.68902874
1730697850.75447,398896640,1728187439,0.656639358,-0.009087454,-0.00044695,0.754149835,15.301968575,77.889434814,-2.707134247
1730697850.85915,499740416,1728187439,0.653057485,-0.008354373,-0.001635447,0.757260461,15.271992683,77.993087769,-2.720127344
1730697850.95893,600592640,1728187439,0.648338635,-0.009441321,-0.001059609,0.761292836,15.237202644,78.063560486,-2.716310501
1730697851.06143,701427968,1728187439,0.643341701,-0.010471756,-0.000540613,0.76550732,15.204730988,78.165489197,-2.708771706
1730697851.18341,802313984,1728187439,0.636176668,-0.010059794,-0.000384242,0.771477756,15.172016144,78.251213074,-2.722092628
1730697851.26067,903178496,1728187439,0.629837395,-0.010176126,0.00004118,0.77666035,15.175271034,78.360359192,-2.719733953
1730697851.36177,4034816,1728187440,0.624120663,-0.01025746,0.000226014,0.781260591,15.14113903,78.448265076,-2.725575447
1730697851.56659,205752320,1728187440,0.614178557,-0.006419187,-0.001992716,0.78913846,15.120807648,78.648895264,-2.728416681
1730697851.66473,306611968,1728187440,0.607059027,-0.009072876,0.001827418,0.79460281,15.072092056,78.713424683,-2.76351285
1730697851.87717,508296192,1728187440,0.601170771,-0.012167525,0.005728811,0.799007333,15.106989861,78.927215576,-2.746640444
1730697851.96486,609169408,1728187440,0.603607337,-0.011083469,0.004318743,0.797193003,15.071481705,79.015602112,-2.72569561
1730697852.06951,710122752,1728187440,0.605849251,-0.010379182,0.003535394,0.79550387,15.068097115,79.077636719,-2.732644558
1730697852.16723,810978816,1728187440,0.610971993,-0.010353622,0.003031756,0.791578651,15.041171074,79.142112732,-2.753100395
1730697852.50369,113601024,1728187441,0.627142093,-0.010143884,0.001694172,0.778836977,14.942656517,79.387245178,-2.752974272
1730697852.56839,214448896,1728187441,0.629760053,-0.010035051,0.001969883,0.776722441,14.923293114,79.477882385,-2.753051281
1730697852.66891,315163904,1728187441,0.631709586,-0.009180488,0.001036457,0.775150039,14.900481224,79.55430603,-2.754818916
1730697852.7712,416041984,1728187441,0.63239308,-0.009206349,0.001473206,0.774591523,14.867426872,79.662849426,-2.760103464
1730697852.87545,516881664,1728187441,0.633072853,-0.009297483,0.001094078,0.774035609,14.846055984,79.744850159,-2.760513783
1730697852.97687,617742336,1728187441,0.633858223,-0.010128894,0.001162375,0.773382073,14.814523697,79.843765259,-2.755526304
1730697853.30729,920336640,1728187441,0.632956565,-0.008501484,-0.000645324,0.774140336,14.738516808,80.11769104,-2.777055264
1730697853.37511,21176064,1728187442,0.631872064,-0.007748679,-0.001462717,0.775032574,14.727929115,80.207046509,-2.746961832
1730697853.4778,122035712,1728187442,0.631105602,-0.006494917,-0.002651658,0.77566521,14.70983696,80.276634216,-2.763477802
1730697853.58531,222917120,1728187442,0.630043423,-0.00676861,-0.003017892,0.776524514,14.664240837,80.394355774,-2.767019987
1730697853.6804,323793664,1728187442,0.628638136,-0.007398465,-0.002485635,0.777658789,14.645412445,80.466247559,-2.749126911
1730697853.90836,525527040,1728187442,0.625495455,-0.00629449,-0.003108593,0.780196236,14.603708267,80.672729492,-2.767153502
1730697854.01329,626480896,1728187442,0.625488633,-0.00634549,-0.002928327,0.780201958,14.595840454,80.724861145,-2.773704529
1730697854.09337,727198720,1728187442,0.626102661,-0.006406203,-0.002401146,0.77971062,14.570636749,80.833198547,-2.776176214
1730697854.40046,29765888,1728187443,0.628036075,-0.010172795,0.001784066,0.778115722,14.500992775,81.121803284,-2.787161827
1730697854.51162,130624768,1728187443,0.625885768,-0.012087212,0.004382531,0.779808734,14.474270821,81.221740723,-2.786632776
1730697854.69424,332343552,1728187443,0.62432392,-0.012842701,0.004650254,0.781046123,14.422059059,81.423423767,-2.789534092
1730697854.89172,534099968,1728187443,0.621443803,-0.011373749,0.005357988,0.783357839,14.393297195,81.60962677,-2.80785346
1730697855.00667,635062016,1728187443,0.619778783,-0.009906752,0.003967265,0.784704028,14.364942551,81.691368103,-2.808222055
1730697855.09154,735815424,1728187443,0.617271493,-0.009292771,0.003223276,0.786688761,14.351538658,81.776428223,-2.802489996
1730697855.1957,836674560,1728187443,0.615355979,-0.009016128,0.002978768,0.788192138,14.316393852,81.859741211,-2.810368299
1730697855.29257,937499136,1728187443,0.616682241,-0.009169458,0.003196558,0.787152284,14.289616585,81.921356201,-2.812411547
1730697855.41048,38364160,1728187444,0.621157721,-0.009991984,0.003591287,0.783613647,14.259638786,82.008407593,-2.809916973
1730697855.59782,240089088,1728187444,0.633693388,-0.008449936,0.002134164,0.773535202,14.216458321,82.154800415,-2.814550877
1730697855.79973,441807872,1728187444,0.649171032,-0.00985021,0.003720705,0.760569602,14.162816048,82.340820313,-2.816768885
1730697855.92044,542696704,1728187444,0.659195463,-0.010108431,0.003711667,0.751894553,14.147455215,82.415466309,-2.81674695
1730697856.02611,643551232,1728187444,0.669833371,-0.01110468,0.004044261,0.742417372,14.126460075,82.480491638,-2.821140051
1730697856.10348,744401920,1728187444,0.680258527,-0.010826888,0.003353556,0.732884618,14.112644196,82.570716858,-2.815147638
1730697856.20454,845242880,1728187444,0.690315112,-0.011236782,0.003504884,0.723413089,14.104568481,82.652450562,-2.820103407
1730697856.3054,946221824,1728187444,0.700201639,-0.011016634,0.002279177,0.713856481,14.089113235,82.746055603,-2.832273006
1730697856.40838,47090944,1728187445,0.707913075,-0.01062993,0.001562793,0.706217777,14.094719887,82.818862915,-2.828115702
1730697856.51002,147803648,1728187445,0.714808126,-0.0103578,0.001372725,0.69924257,14.093486786,82.898841858,-2.835989475
1730697856.70888,349521920,1728187445,0.725604572,-0.011044984,0.001915488,0.688020577,14.090484619,83.087760925,-2.837102175
1730697856.80763,450504960,1728187445,0.731189398,-0.011928527,0.00232764,0.682066219,14.088757515,83.18510437,-2.834057331
1730697856.9179,551254528,1728187445,0.733340039,-0.01244888,0.002693173,0.679742723,14.119263649,83.270904541,-2.848214388
1730697857.00865,652113664,1728187445,0.734476803,-0.0111139,0.001070183,0.67854192,14.130573273,83.364624023,-2.852197647
1730697857.10864,752962304,1728187445,0.73223712,-0.010691099,0.001753491,0.680963563,14.175280571,83.434921265,-2.849782228
1730697857.21299,853832192,1728187445,0.72802325,-0.010391296,0.000903299,0.685473054,14.176604271,83.507705688,-2.858418703
1730697857.30939,954676224,1728187445,0.7220016,-0.010087516,0.000911817,0.691817258,14.186829567,83.58480835,-2.848592997
1730697857.50997,156418560,1728187446,0.715672563,-0.008763313,0.000489516,0.6983808,14.160302162,83.752563477,-2.838386774
1730697857.61123,257259264,1728187446,0.714689453,-0.010030414,0.001559102,0.699368268,14.142889977,83.837181091,-2.85163188
1730697857.712,358115840,1728187446,0.713757509,-0.008805257,0.000494883,0.700337375,14.152825356,83.911605835,-2.858097315
1730697857.83398,458986240,1728187446,0.711233648,-0.007843484,0.000149336,0.702911905,14.156377792,83.99571991,-2.85027504
1730697858.01799,660725760,1728187446,0.704378777,-0.007803651,0.000469928,0.709781251,14.170555115,84.165260315,-2.850635052
1730697858.11933,761637632,1728187446,0.698085623,-0.007999465,0.000954708,0.715968943,14.175208092,84.250030518,-2.866584301
1730697858.24508,862443776,1728187446,0.691948053,-0.007142553,0.000357165,0.721911855,14.169604301,84.330986023,-2.86601305
1730697858.31909,963386624,1728187446,0.685195601,-0.006557398,-0.000085675,0.72832955,14.157028198,84.425537109,-2.871787071
1730697858.4223,64271360,1728187447,0.680771502,-0.006042612,-0.000431252,0.732470777,14.123245239,84.521560669,-2.863404512
1730697858.54029,164999680,1728187447,0.679107904,-0.00702991,0.000964399,0.734004182,14.110589981,84.604423523,-2.854203701
1730697858.72776,366734848,1728187447,0.680386444,-0.008812891,0.003113054,0.732793919,14.07361412,84.811172485,-2.877922297
1730697858.82596,467559680,1728187447,0.683406143,-0.00836736,0.002685386,0.729985429,14.07030201,84.885620117,-2.875448465
1730697858.92192,568463872,1728187447,0.684326621,-0.00857026,0.002781811,0.729119902,14.071343422,84.967422485,-2.865707159
1730697859.12965,770156288,1728187447,0.687388343,-0.011211629,0.004653309,0.726188626,14.031074524,85.166542053,-2.856962681
1730697859.22296,871016192,1728187447,0.690647326,-0.011005762,0.004210957,0.72309573,14.020188332,85.238296509,-2.897049665
1730697859.32589,971891968,1728187447,0.692723993,-0.009113057,0.002673923,0.721140241,14.027338028,85.323677063,-2.886721611
1730697859.52896,173609728,1728187448,0.695051508,-0.007560437,0.001754335,0.718918056,14.032971382,85.474807739,-2.900444508
1730697859.62926,274515712,1728187448,0.694905921,-0.006811354,0.001253606,0.719067301,14.025130272,85.550338745,-2.894072533
1730697859.73149,375325952,1728187448,0.694920413,-0.007801103,0.002277594,0.719040727,14.029784203,85.638931274,-2.904227972
1730697859.8354,476166912,1728187448,0.694501825,-0.005546432,0.000233839,0.719469512,14.016714096,85.738929749,-2.908157825
1730697860.03251,677905408,1728187448,0.694693958,-0.007128852,0.000063025,0.71927012,13.985456467,85.928314209,-2.898824215
1730697860.1344,778729472,1728187448,0.69419425,-0.006491748,-0.000964935,0.719757763,13.978792191,86.022697449,-2.906157494
1730697860.2621,879663872,1728187448,0.695339311,-0.007146603,-0.001116019,0.718645181,13.966311455,86.141578674,-2.902251244
1730697860.40312,980446464,1728187448,0.698583548,-0.007837895,-0.001069047,0.715484714,13.951555252,86.251495361,-2.904392242
1730697860.54346,182183424,1728187449,0.709729724,-0.009236694,-0.000918523,0.704412909,13.931903839,86.404586792,-2.903224468
1730697860.74501,383922432,1728187449,0.710959424,-0.009391334,-0.000222502,0.703170283,13.948669434,86.565193176,-2.905806065
1730697860.86229,484775168,1728187449,0.711140352,-0.009249314,0.000671313,0.70298891,13.946012497,86.65045166,-2.900167704
1730697860.94297,585635584,1728187449,0.711077706,-0.008644786,0.001051055,0.703059476,13.946026802,86.763313293,-2.911158562
1730697861.14309,787463680,1728187449,0.711650147,-0.008963555,0.002047026,0.702473844,13.951797485,86.953483582,-2.916409254
1730697861.24318,888320768,1728187449,0.711329496,-0.009374061,0.002400225,0.702792012,13.961484909,87.052536011,-2.923497915
1730697861.3438,989072128,1728187449,0.71106897,-0.009710231,0.002665473,0.703050176,13.96024704,87.154098511,-2.919899225
1730697861.45145,89908224,1728187450,0.710759552,-0.009154363,0.002243033,0.703371878,13.951658249,87.258964539,-2.919011116
1730697861.5441,190750720,1728187450,0.709934093,-0.008741508,0.002012659,0.704211011,13.950291634,87.339065552,-2.924575567
1730697861.75702,392468480,1728187450,0.707946975,-0.005234539,-0.000479508,0.706245989,13.941836357,87.53502655,-2.931310892
1730697861.84767,493348608,1728187450,0.70726689,-0.007082661,0.000534991,0.706910913,13.921582222,87.609039307,-2.962731123
1730697861.95287,594350848,1728187450,0.704553913,-0.009843766,0.003480624,0.709573641,13.93235302,87.720207214,-2.930439472
1730697862.05078,695084032,1728187450,0.703102939,-0.008547646,0.002014748,0.711033835,13.939704895,87.80934906,-2.94105792
1730697862.15094,796053760,1728187450,0.701912585,-0.008932628,0.002420819,0.712202952,13.922790527,87.895843506,-2.937142372
1730697862.25545,896798976,1728187450,0.699973868,-0.008916505,0.002773591,0.714107397,13.919766426,87.998245239,-2.943046331
1730697862.35746,997661184,1728187450,0.698247542,-0.008897686,0.002764449,0.715795744,13.912883759,88.096855164,-2.95155549
1730697862.55638,199375360,1728187451,0.693274829,-0.009009149,0.002866683,0.720611305,13.889226913,88.289321899,-2.959972382
1730697862.65667,300199168,1728187451,0.690625851,-0.009156233,0.003645037,0.723145099,13.878648758,88.384994507,-2.945803165
1730697862.75758,401075968,1728187451,0.690526964,-0.008486969,0.004539262,0.723242571,13.921902657,88.498710632,-2.924958944
1730697862.86216,502040064,1728187451,0.694478148,-0.006760637,0.003060851,0.719475504,13.934002876,88.578468323,-2.930025339
1730697862.95648,602813184,1728187451,0.698150813,-0.005952122,0.001533108,0.71592433,13.905409813,88.686508179,-2.936516285
1730697863.16155,804532224,1728187451,0.700428692,-0.004449683,-0.000984916,0.713707811,13.877264023,88.851409912,-2.980070829
1730697863.36589,6252544,1728187452,0.700568929,-0.008009813,0.001425,0.713538335,13.851276398,89.044303894,-2.950740576
1730697863.46045,107095552,1728187452,0.701041383,-0.008579915,0.002035083,0.713066004,13.845920563,89.139686584,-2.957865477
1730697863.56759,207969536,1728187452,0.700739941,-0.008958178,0.002117719,0.713357396,13.836797714,89.229606628,-2.948725462
1730697863.67082,308830464,1728187452,0.700541164,-0.008132015,0.001366736,0.713564318,13.829195023,89.317947388,-2.960569143
1730697863.77183,409686784,1728187452,0.700026059,-0.008221215,0.002063123,0.714066991,13.819848061,89.419120789,-2.965960979
1730697863.86762,510635776,1728187452,0.701443477,-0.008163777,0.003131865,0.712671438,13.865637779,89.507469177,-2.953470469
1730697864.1733,813234432,1728187452,0.715561428,-0.006493688,0.001827033,0.698517213,13.836208344,89.764144897,-2.955750227
1730697864.26846,914028544,1728187452,0.716239704,-0.007750705,0.002739778,0.697805935,13.826040268,89.870132446,-2.996980429
1730697864.37121,14892800,1728187453,0.71695109,-0.009415246,0.004185577,0.697047286,13.822052002,89.95362854,-2.956856012
1730697864.47483,115695104,1728187453,0.718096088,-0.009128216,0.003050422,0.695877394,13.820832253,90.055290222,-2.987365246
1730697864.67405,317416448,1728187453,0.719081051,-0.009086058,0.002525632,0.694862192,13.819286346,90.242286682,-2.994341612
1730697864.7938,418277632,1728187453,0.720106353,-0.008858952,0.001960626,0.693804401,13.821617126,90.328460693,-2.982884407
1730697864.98122,620018944,1728187453,0.720790637,-0.010076611,0.002108212,0.693076419,13.819844246,90.526184082,-2.993327856
1730697865.31256,922642176,1728187453,0.719158828,-0.010415692,0.002450454,0.69476336,13.824105263,90.800346375,-3.008182526
1730697865.48357,124404992,1728187454,0.716713264,-0.006936237,-0.000326385,0.697333329,13.821269989,91.001785278,-3.005539417
1730697865.68224,326111232,1728187454,0.712395301,-0.00973121,0.001331991,0.70170968,13.826163292,91.2006073,-3.025300026
1730697865.7964,426948352,1728187454,0.71033946,-0.010618632,0.001973041,0.703776374,13.819737434,91.30393219,-3.024711847
1730697866.29264,931120896,1728187454,0.69938536,-0.004802561,-0.000217534,0.714728619,13.817416191,91.769828796,-3.018701553
1730697866.38815,32115200,1728187455,0.696341436,-0.006745725,0.001083686,0.71767813,13.816386223,91.877624512,-3.049730062
1730697866.59043,233700352,1728187455,0.690070148,-0.007398284,0.001538121,0.723703058,13.805502892,92.072669983,-3.040424347
1730697866.79767,435439104,1728187455,0.682642041,-0.011242896,0.003920448,0.730655923,13.776515961,92.272689819,-3.042633295
1730697866.89194,536404736,1728187455,0.680694657,-0.012187205,0.004624039,0.732451257,13.751894951,92.378257751,-3.046542645
1730697866.99233,637170176,1728187455,0.681599194,-0.011203636,0.003621621,0.731631003,13.734760284,92.443870544,-3.046673298
1730697867.19839,839005184,1728187455,0.685305255,-0.008555545,0.001367388,0.728204379,13.725131989,92.610939026,-3.046287775
1730697867.39798,40604672,1728187456,0.68907676,-0.009902526,0.002704637,0.724615641,13.689856529,92.788764954,-3.035523891
1730697867.49469,141563392,1728187456,0.692136455,-0.01149368,0.003930774,0.72166441,13.698242188,92.881622314,-3.060166121
1730697867.59785,242324736,1728187456,0.695436252,-0.012829196,0.00455805,0.718458803,13.683891296,92.973854065,-3.076856613
1730697867.69744,343278592,1728187456,0.69879231,-0.012030548,0.003847648,0.715213092,13.675412178,93.077072144,-3.052861691
1730697867.85706,444144896,1728187456,0.699533487,-0.01174287,0.002585261,0.71449865,13.686760902,93.149200439,-3.060904741
1730697867.9274,544904704,1728187456,0.699907582,-0.012030838,0.002348474,0.714128232,13.662717819,93.259872437,-3.074896574
