__time,/pcl_pose/header/stamp/nanosec,/pcl_pose/header/stamp/sec,/pcl_pose/pose/pose/orientation/w,/pcl_pose/pose/pose/orientation/x,/pcl_pose/pose/pose/orientation/y,/pcl_pose/pose/pose/orientation/z,/pcl_pose/pose/pose/position/x,/pcl_pose/pose/pose/position/y,/pcl_pose/pose/pose/position/z,distance,curvature
1730698801.98015,599544832.0,1728188390.0,-0.011528826,0.028416217,-0.004184346,0.999520925,-50.64837265,-180.665283203,8.156505585,1.9521684937766908,0.2850303546370959
1730698807.90919,550191872.0,1728188396.0,0.028655007,0.030014245,-0.003798484,0.999131429,-50.770431519,-180.680923462,8.170944214,0.1230568372872734,0.3308973824997488
1730698809.82593,466512128.0,1728188398.0,0.007741257,0.036550438,0.00448999,0.99929175,-51.629566193,-180.581176758,8.218435287,0.8649056555647894,0.3241686476399218
1730698811.13607,777682432.0,1728188399.0,-0.190763929,0.033311619,-0.00243333,0.981067566,-52.542900085,-180.781677246,8.283541679,0.9350824797653392,0.3247469587170074
1730698812.71618,290563584.0,1728188401.0,-0.308274414,0.035004339,-0.004522288,0.95064248,-53.450351715,-181.313491821,8.343777657,1.051805686889033,0.2944890551079955
1730698815.76537,316330496.0,1728188404.0,0.601361817,-0.039861368,0.003563357,-0.7979739,-54.047416687,-182.602905273,8.392259598,1.8134845525530272,0.3880038241923617
1730698816.48906,123206400.0,1728188405.0,0.595842289,-0.029998012,0.005599426,-0.802521456,-54.126415253,-183.039291382,8.412332535,0.4434789843478501,0.621989843400673
1730698817.21043,829215744.0,1728188405.0,0.64646276,-0.032663618,0.005037332,-0.762229358,-54.19109726,-183.326522827,8.413295746,0.2944242942189693,0.9460280900558498
1730698818.10623,736945920.0,1728188406.0,0.71089452,-0.028633951,0.015875076,-0.702536182,-54.203765869,-183.573440552,8.438183784,0.247242505595563,0.9178016536695408
1730698818.70925,342099200.0,1728188407.0,0.709656525,-0.025870749,0.01897731,-0.703816811,-54.179985046,-183.743865967,8.420895576,0.1720765806857035,0.611132596442195
1730698821.12918,661855488.0,1728188409.0,0.694881986,-0.02069262,0.020461973,-0.718534692,-54.145641327,-184.023590088,8.426365852,0.2818245463120026,1.1547723272687318
