__time,/pcl_pose/header/stamp/nanosec,/pcl_pose/header/stamp/sec,/pcl_pose/pose/pose/orientation/w,/pcl_pose/pose/pose/orientation/x,/pcl_pose/pose/pose/orientation/y,/pcl_pose/pose/pose/orientation/z,/pcl_pose/pose/pose/position/x,/pcl_pose/pose/pose/position/y,/pcl_pose/pose/pose/position/z,distance,curvature
1730697862.55638,199375360.0,1728187451.0,0.693274829,-0.009009149,0.002866683,0.720611305,13.889226913,88.289321899,-2.959972382,2.038779492936787,0.1390679529933196
1730697864.7938,418277632.0,1728187453.0,0.720106353,-0.008858952,0.001960626,0.693804401,13.821617126,90.328460693,-2.982884407,2.0402593228543138,0.0582825868063027
1730697866.89194,536404736.0,1728187455.0,0.680694657,-0.012187205,0.004624039,0.732451257,13.751894951,92.378257751,-3.046542645,2.050982486681012,0.0297193692065539
1730697869.10999,755312128.0,1728187457.0,0.699448635,-0.008558295,-0.000180201,0.714631537,13.598963737,94.388343811,-3.102538586,2.0158953159382573,0.0373856322106594
1730697871.57092,175786496.0,1728187460.0,0.715270363,-0.008042101,-0.000382479,0.69880146,13.602398872,96.579940796,-3.124156237,2.191599677133937,0.0289578510337344
1730697873.65118,293824256.0,1728187462.0,0.694795385,-0.009894015,0.006428989,0.719110645,13.492747307,98.641067505,-3.200549841,2.064041369803447,0.0223816151245433
1730697876.18137,815314688.0,1728187464.0,0.693107286,-0.005662352,-0.000265584,0.720812092,13.337382317,100.960395813,-3.24742794,2.3245262055756415,0.0134681542677511
1730697878.3928,34338048.0,1728187467.0,0.699480324,-0.006840978,0.001492746,0.714617568,13.255111694,103.01789856,-3.306851864,2.0591469130009536,0.0250721211304514
1730697880.61084,253127424.0,1728187469.0,0.699191701,-0.010975794,0.003734996,0.714840183,13.130125046,105.080581665,-3.369622707,2.066466368908693,0.0273089327955936
1730697883.13561,774565376.0,1728187471.0,0.709877538,-0.008644756,0.000371878,0.704271984,12.915477753,107.408210754,-3.398913622,2.3375052163259853,0.1840760662754499
1730697885.57515,195207936.0,1728187474.0,0.863007282,-0.015914695,-0.001533365,0.504938387,13.515849113,109.36177063,-3.455852509,2.0437323599300825,0.1881266957465483
1730697887.97647,615883520.0,1728187476.0,0.908610616,-0.017409664,-0.00459146,0.417256027,14.715166092,110.974998474,-3.497060299,2.010190362322584,0.1613743279832881
1730697890.5093,137417472.0,1728187479.0,0.987574351,-0.013833518,-0.007298559,0.156372095,16.313217163,112.149299622,-3.508058071,1.9831163384225243,0.186705531486666
1730697892.81875,457038848.0,1728187481.0,0.99948955,-0.01861634,-0.008433372,0.02455452,18.304401398,112.601417542,-3.520725012,2.041868083715902,0.0963323646709249
1730697895.14046,776782592.0,1728187483.0,0.999395806,-0.021506524,0.004734685,0.026889799,20.517562866,112.762557983,-3.515485764,2.219020037125755,0.0243497274152115
1730697897.45654,96578048.0,1728187486.0,0.999662499,-0.018816456,-0.004546011,-0.017324854,22.594280243,112.784889221,-3.549973011,2.0768374390222215,0.0557980283468632
1730697899.67653,315527424.0,1728187488.0,0.999612599,-0.023967258,-0.00228662,0.013963592,24.663671494,112.853134155,-3.544811487,2.070516244981431,0.0138258720709833
1730697901.89254,534328064.0,1728187490.0,0.999725177,-0.019817282,-0.002567856,0.012257575,26.692815781,112.956123352,-3.561306238,2.031756213762726,0.0128391253595458
1730697904.10957,753371904.0,1728187492.0,0.999454938,-0.020356806,-0.010189154,0.023907683,28.721988678,113.065208435,-3.580285311,2.032102901246018,0.0210510007931124
1730697906.43269,73017856.0,1728187495.0,0.994569952,-0.021009463,0.001489157,0.101916377,30.733959198,113.288879395,-3.588823318,2.0243651033586794,0.1599084521259763
1730697908.95544,594454016.0,1728187497.0,0.960085429,-0.012322631,-0.005089663,0.279389,32.554412842,114.122612,-3.604117393,2.0022890716859463,0.1966004862903466
1730697910.97403,611665920.0,1728187499.0,0.896971095,-0.016140114,0.003077386,0.441783746,33.606571198,115.059020996,-3.64054656,1.4085095008164996,0.3117173145740117
1730697912.4018,23694080.0,1728187501.0,0.800011036,-0.008919111,0.000958451,0.59991821,34.049346924,115.902709961,-3.649222851,0.9528176180138548,0.377313358240184
1730697913.50151,133286144.0,1728187502.0,0.703406187,-0.007604476,-0.002340042,0.71074359,34.049926758,116.629272461,-3.682495594,0.726562731368543,0.2212898011619299
1730697916.22421,856303872.0,1728187504.0,0.710621304,-0.006363439,-0.000351022,0.703545831,33.893745422,118.935272217,-3.700927734,2.311282649177038,0.0414362163770387
1730697918.43318,75231744.0,1728187507.0,0.702906843,-0.00258627,-0.001852639,0.71127483,33.838909149,120.927986145,-3.732563734,1.9934682881053616,0.0451109494900496
1730697920.76219,394950912.0,1728187509.0,0.709161691,-0.014017955,0.005907707,0.704881722,33.730278015,123.101104736,-3.797184467,2.1758320555189714,0.0238541480698355
1730697923.1857,815565568.0,1728187511.0,0.728372979,-0.005583678,0.002448845,0.685153723,33.721549988,125.272544861,-3.882703543,2.171457665927509,0.029560472660085
1730697925.50556,135462656.0,1728187514.0,0.705918681,-0.005094121,-0.003425106,0.708266273,33.701816559,127.351783752,-3.902289152,2.0793325309019286,0.1050494744153862
1730697928.06253,656889856.0,1728187516.0,0.794456482,-0.017874419,-5.135e-05,0.607057982,33.685520172,129.424362183,-3.952887774,2.072642498086841,0.255727896150283
1730697929.33126,967967488.0,1728187517.0,0.899391746,-0.018108404,0.005305171,0.436736101,34.081642151,130.242202759,-4.079179764,0.9087220862281838,0.2471233314419426
1730697931.45946,86012672.0,1728187520.0,0.899806207,-0.005794047,-0.023414055,0.435622589,35.010314941,131.489868164,-4.01638937,1.5553463002560488,0.1721440277082336
1730697933.98561,607504128.0,1728187522.0,0.903757853,-0.016417343,-0.004271853,0.427707821,36.303474426,133.146575928,-4.182254791,2.101652223595371,0.200337770595253
1730697935.79221,422931456.0,1728187524.0,0.761414005,-0.006681035,-0.0056971,0.648206457,36.831474304,134.236221313,-4.078474522,1.2108306802438449,0.2693292906061605
1730697937.1923,835094528.0,1728187525.0,0.708969648,-0.012276518,-0.001562576,0.705130393,36.922077179,135.450149536,-4.114547253,1.2173046502639466,0.8143961776197329
1730697938.61339,246980864.0,1728187527.0,0.813814887,-0.00246978,-0.009243918,0.58104543,36.997875214,136.523803711,-4.163390636,1.0763264512241604,0.2008817074275192
1730697940.83422,465946368.0,1728187529.0,0.888262476,-0.011126033,0.001153193,0.45919998,37.921836853,138.254013062,-4.203924179,1.9614610647758124,0.0528267738667033
1730697943.04291,684841728.0,1728187531.0,0.880084498,-0.014583064,0.00586991,0.474556755,39.001811981,140.004364014,-4.252326488,2.0567145480756177,0.0888368904450876
1730697945.50213,105543936.0,1728187534.0,0.879336536,-0.015348582,0.003987044,0.475936752,40.16696167,141.914337158,-4.321101665,2.23731339078324,0.028912255923441
1730697947.69366,324283136.0,1728187536.0,0.904065212,-0.010365346,0.002119685,0.427263569,41.294124603,143.568984985,-4.341872215,2.002087837464919,0.0637527981391822
1730697949.80128,442323456.0,1728187538.0,0.861181208,-0.013615511,0.002762217,0.508108172,42.422233582,145.047180176,-4.403672695,1.8594867278891825,0.2518191083086569
1730697951.01537,652628992.0,1728187539.0,0.750962459,-0.008910835,0.005730029,0.660259905,42.570041656,145.746017456,-4.421009541,0.7142973965074898,0.3032088982046239
1730697953.93,577574400.0,1728187542.0,0.72126561,-0.003932088,0.008336549,0.692597243,42.622058868,147.515701294,-4.464723587,1.7704481570559003,0.0774353652391373
1730697958.36663,15335168.0,1728187547.0,0.680241621,-0.008928159,0.007017323,0.732899986,42.434696198,149.509628296,-4.502659798,2.0027105780452175,0.1549442057046905
1730697961.49653,141975552.0,1728187550.0,0.580878556,-0.003893075,0.004856477,0.813966435,42.018062592,150.748275757,-4.582412243,1.3068401181056182,0.1115162683096957
1730697965.33346,974656768.0,1728187553.0,0.487670072,-0.009187254,0.008643243,0.872936856,41.177597046,152.562515259,-4.603376865,1.9994617537303272,0.2127481877443233
1730697967.45447,92635904.0,1728187556.0,0.550360336,-0.00919893,0.013912138,0.834760639,40.545928955,153.588150024,-4.651007652,1.2045460756501376,0.0984203623432383
1730697970.67389,320260096.0,1728187559.0,0.51163573,-0.039553251,0.04985081,0.856842618,39.777263641,155.209976196,-4.845562458,1.7947608467790312,0.0899246399152609
1730697972.48508,135617280.0,1728187561.0,0.544201618,-0.024583158,0.024563985,0.838234402,39.338104248,155.965957642,-4.935614586,0.8742819448875551,0.1055370510555595
1730697974.71284,354526208.0,1728187563.0,0.581463748,0.00313256,0.014017797,0.813445522,38.809936523,157.054260254,-4.999406338,1.2096957142263982,0.1922582723806635
1730697975.7272,363103744.0,1728187564.0,0.622755871,-0.007965455,0.020579907,0.78210494,38.717674255,157.648117065,-5.010167599,0.6009810629858376,1.022517733320366
1730697976.72495,371693312.0,1728187565.0,0.595758848,0.012212395,0.001942326,0.803068165,38.564418793,158.125366211,-5.036654949,0.5012524154461039,1.185764746476487
1730697977.73979,380271360.0,1728187566.0,0.592911184,-0.01543301,0.01886619,0.804898848,38.313518524,158.732711792,-5.046823025,0.6571298195520459,0.2433778156815564
1730697979.35271,994129408.0,1728187567.0,0.67337273,-0.024693161,0.023524444,0.738516077,38.194755554,159.559768677,-5.105835438,0.8355403844633182,0.2706828321534074
1730697981.26867,910323200.0,1728187569.0,0.807335003,-0.024051391,0.010455597,0.589510282,38.350997925,160.730377197,-5.176799774,1.180989409602092,0.3138094851962474
1730697983.0882,725767424.0,1728187571.0,0.933909893,-0.020129709,0.000916212,0.356940156,38.845039368,161.848526001,-5.255498886,1.2224294234385011,0.231615361392719
1730697985.40241,45529856.0,1728187574.0,0.950974446,-0.00847859,0.005674426,0.309101149,40.39447403,163.103713989,-5.298509598,1.9940523205338672,0.1922751475076248
1730697987.82344,466165504.0,1728187576.0,0.999878958,-0.01412532,0.005527592,0.003455775,42.288589478,163.714233398,-5.346434593,1.990077204310918,0.1351278886432209
1730697990.07467,685062912.0,1728187578.0,0.999857021,-0.014103683,0.002989112,0.008836084,44.330120087,163.750732422,-5.379318714,2.0418568525332175,0.0683041309822185
1730697992.27199,903930624.0,1728187580.0,0.999880605,-0.013642491,0.006474352,0.003278275,46.405010223,163.787490845,-5.413461208,2.075215713638355,0.0092911385329469
1730697994.48987,122863616.0,1728187583.0,0.99989404,-0.013436399,0.002602216,-0.00495837,48.415485382,163.897491455,-5.455552101,2.0134821824780205,0.0228150441249237
1730697996.80047,442582528.0,1728187585.0,0.999524547,-0.016635325,0.001036033,-0.0259401,50.563678741,163.870330811,-5.471457958,2.1483650546948914,0.0601003959174569
1730697999.01957,661562112.0,1728187587.0,0.999715303,-0.016792143,0.014430202,-0.008891354,52.63974762,163.902770996,-5.551995754,2.0763223150453225,0.0487536819255855
1730698001.33668,981252352.0,1728187589.0,0.999587674,-0.015924497,0.018201563,-0.015478765,54.830966949,163.938598633,-5.637405872,2.1915122101773035,0.0468462011473031
1730698003.45689,99412224.0,1728187592.0,0.999687928,-0.015024459,0.019481339,0.004337052,56.825843811,163.986526489,-5.713546753,1.9954525235955167,0.0222763949932468
1730698005.81396,419171328.0,1728187594.0,0.999614872,-0.014883197,0.019277002,0.013305048,58.950004578,164.104797363,-5.816013336,2.127450813461676,0.020080183528043
1730698008.02381,637962240.0,1728187596.0,0.999556667,-0.014733658,0.018539667,-0.018046175,60.998210907,164.142990112,-5.904214382,2.0485623867072844,0.0819848245229204
1730698010.1102,756002816.0,1728187598.0,0.999657289,-0.013864596,0.020186117,0.009250557,63.026794434,164.156814575,-5.9946208,2.028630632173587,0.0269131298421681
1730698012.43319,75717888.0,1728187601.0,0.999723873,-0.012356013,0.019835236,0.00245899,65.144111633,164.270935059,-6.098249912,2.120390437171788,0.0425693807986295
1730698014.68684,294614016.0,1728187603.0,0.999327553,-0.014118683,0.02209113,0.025633165,67.255722046,164.396743774,-6.218863964,2.115354903806926,0.0118121807344054
1730698016.87847,513514240.0,1728187605.0,0.999513113,-0.015487096,0.021807534,0.016065538,69.25907135,164.529968262,-6.305510044,2.007774190002486,0.0099414620912378
1730698019.19029,833298432.0,1728187607.0,0.999590902,-0.015068054,0.024281208,-0.001172368,71.406417847,164.661346436,-6.43280077,2.1513617089605703,0.0264257392537228
1730698021.31654,951321344.0,1728187609.0,0.999525494,-0.012782294,0.019756791,0.019875434,73.440910339,164.731948853,-6.539012909,2.0357171712422644,0.3017478055068092
1730698023.12948,766799616.0,1728187611.0,0.999630122,-0.013763854,0.023052256,-0.004328649,75.049827576,164.811431885,-6.614488602,1.6108793337465177,0.5615337623979622
1730698025.25354,884843776.0,1728187613.0,0.999173881,-0.013108309,0.023064569,0.030785057,77.082687378,164.922393799,-6.717379093,2.0358859302392265,0.0171712893364391
1730698027.55991,204557824.0,1728187616.0,0.999327866,-0.016499745,0.023563137,0.022722933,79.187416077,165.105865479,-6.830280304,2.112710286280686,0.0169270141562504
1730698029.81725,423453440.0,1728187618.0,0.999573013,-0.019823486,0.01983661,-0.008205008,81.221191406,165.214538574,-6.908275127,2.036676687750407,0.2578525262385029
1730698031.91521,541494784.0,1728187620.0,0.998851847,-0.019096325,0.023723356,0.036979725,83.239242554,165.298370361,-6.994413376,2.0197916240186076,0.0230189772908129
1730698034.42938,62981632.0,1728187623.0,0.999446365,-0.014833123,0.024362074,0.017129573,85.537025452,165.565490723,-7.161308289,2.3132573428255383,0.020254239397447
1730698036.63369,281882112.0,1728187625.0,0.999563032,-0.016200478,0.023818302,0.006629813,87.585762024,165.608978271,-7.273932457,2.0491980646783277,0.0223693081893042
1730698038.75634,399904768.0,1728187627.0,0.999177214,-0.014721878,0.026129426,0.027301652,89.603797913,165.732681274,-7.395084381,2.0218237515281072,0.0409854489142995
1730698040.97169,618836480.0,1728187629.0,0.999367126,-0.013311235,0.025779115,0.020580836,91.669403076,165.846847534,-7.501610279,2.0687577490693907,0.0185263089829833
1730698043.77886,342005760.0,1728187632.0,0.999565462,-0.013803392,0.022702872,-0.01276395,94.143798828,165.957122803,-7.646348,2.4768518269102615,0.0394857622732661
1730698046.55415,166054144.0,1728187635.0,0.999513172,-0.015939115,0.021469923,-0.016074127,96.153289795,165.895462036,-7.745656013,2.0104367676307664,0.1373479231973655
1730698049.34278,990088192.0,1728187637.0,0.997397426,-0.015186718,0.024796042,0.065976533,98.224853516,166.195556641,-7.847791195,2.0931872878730724,0.0327306090192881
1730698051.83102,410702080.0,1728187640.0,0.999365173,-0.01617836,0.021190213,0.023632337,100.377296448,166.464294434,-7.964304447,2.1691543460305613,0.0286359505402668
1730698054.08503,730460160.0,1728187642.0,0.999603364,-0.017103249,0.021777321,0.005132421,102.458862305,166.577835083,-8.088288307,2.0846601392081845,0.0174167919952321
1730698056.35274,949474304.0,1728187644.0,0.99958028,-0.017190264,0.023316742,-0.00034528,104.510063171,166.642410278,-8.1980896,2.0522170812290903,0.0574551306514423
1730698058.82502,470905856.0,1728187647.0,0.99835634,-0.019219241,0.016467565,-0.051420305,106.77419281,166.709197998,-8.312073708,2.265114483142317,0.1716616969681963
1730698060.44137,84570112.0,1728187649.0,0.981039147,-0.024187634,0.018033504,-0.191446975,108.144477844,166.422698975,-8.375603676,1.3999152705018665,0.2226724717611569
1730698062.56857,202606592.0,1728187651.0,0.916320311,-0.045465158,0.003224956,-0.397843696,109.529968262,165.383255005,-8.448591232,1.7320587360534865,0.181938519714949
1730698065.08218,724221952.0,1728187653.0,0.805019556,-0.048273016,0.010786333,-0.591182619,110.768112183,163.698822021,-8.37439537,2.0905298004803345,0.2068658606371385
1730698067.18984,842135808.0,1728187655.0,0.709786876,-0.047073634,0.010738273,-0.702759839,111.163383484,161.759857178,-8.290556908,1.9788441231649028,0.1084508648039942
1730698069.31753,960155136.0,1728187657.0,0.721170222,-0.047008058,0.007887499,-0.691116107,111.220947266,159.742294312,-8.209247589,2.0183838850080633,0.2650556076714563
1730698071.62941,280049920.0,1728187660.0,0.688151804,-0.043827226,0.010080133,-0.72417169,111.276168823,157.70614624,-8.108010292,2.0368967552300816,0.0633150799296325
1730698073.95402,599703296.0,1728187662.0,0.624712088,-0.044665201,0.006475117,-0.779549814,111.152366638,155.693603516,-8.021208763,2.0163469931874745,0.0869599092732018
1730698076.27147,919496704.0,1728187664.0,0.577562516,-0.041885908,0.004412524,-0.815259215,110.589920044,153.675140381,-7.90056181,2.0953614481650176,0.035603291049293
1730698078.59213,239213568.0,1728187667.0,0.581072889,-0.037540125,0.005943314,-0.812963559,109.972801208,151.645782471,-7.77620697,2.121115080476685,0.026343622224519
1730698080.80849,458112256.0,1728187669.0,0.617867825,-0.041207068,0.008886196,-0.78515121,109.427879333,149.715179443,-7.698865414,2.0060328764943516,0.0508550160876764
1730698083.83336,483877632.0,1728187672.0,0.653218959,-0.040155317,0.0097084,-0.75604119,109.065895081,147.555130005,-7.604198933,2.1901703525753864,0.0490541152446201
1730698087.27168,913085952.0,1728187675.0,0.707281865,-0.047779665,0.008751857,-0.705260864,108.909294128,145.474136353,-7.501204967,2.0868776768523736,0.0392659390647129
1730698090.00545,636241664.0,1728187678.0,0.714468057,-0.049045914,0.008724164,-0.69789235,108.85559845,143.446777344,-7.417126179,2.0280699635883805,0.05945315528773
1730698092.41251,56867328.0,1728187681.0,0.718689558,-0.043860068,0.016105758,-0.693759484,108.930885315,141.399414063,-7.307516575,2.0487470601391045,0.0830078967860599
1730698095.02798,679203072.0,1728187683.0,0.71261995,-0.042242424,0.013615642,-0.70014502,109.1147995,139.099639893,-7.253063679,2.3071163083909387,0.0351665459347857
1730698097.35788,998977536.0,1728187685.0,0.703530243,-0.04187148,0.012080932,-0.709327836,109.218414307,137.069702148,-7.193249702,2.032580447806499,0.7134490874339415
1730698099.66497,318694144.0,1728187688.0,0.721881436,-0.042883635,0.011530453,-0.690590494,109.311523438,135.01399231,-7.132480145,2.0578173505745383,0.0272639309138481
1730698101.98578,638452224.0,1728187690.0,0.718460209,-0.035891547,0.010383295,-0.694563836,109.47467041,132.933227539,-7.067276001,2.0871509209224466,0.3379801798201138
1730698104.30756,958240768.0,1728187692.0,0.701382339,-0.044289187,0.012165603,-0.711303935,109.640625,130.925735474,-6.994310379,2.0143399209120747,0.0452575377341723
1730698106.52445,177108736.0,1728187695.0,0.721511968,-0.040272818,0.01148431,-0.691134338,109.708015442,128.906387329,-6.931091785,2.02047232160894,0.0313093364544827
1730698108.94522,597716736.0,1728187697.0,0.669751194,-0.044603408,0.01038183,-0.741172091,109.751487732,126.831207275,-6.866030216,2.075635347674863,0.0658241553507495
1730698111.2627,917508096.0,1728187699.0,0.714737105,-0.044890257,0.013493087,-0.697820656,109.803955078,124.801979065,-6.781606197,2.029906389628863,0.0411384044852667
1730698113.68988,338223360.0,1728187702.0,0.7527225,-0.039449879,0.016896767,-0.656937598,110.044799805,122.637542725,-6.722027779,2.1777949518805197,0.0474669901858309
1730698116.41064,61315072.0,1728187705.0,0.688245581,-0.040348767,0.010337234,-0.724281062,110.117034912,120.455726624,-6.665294647,2.1830115458389554,0.0769105653032877
1730698119.03255,683616512.0,1728187707.0,0.682055892,-0.043757795,0.009986932,-0.729921368,109.923088074,118.467933655,-6.602996826,1.9972321506464936,0.0405225438427355
1730698121.85887,507663104.0,1728187710.0,0.682667759,-0.04054206,0.012699204,-0.729492804,109.817695618,116.312286377,-6.520520687,2.158222128727828,0.0468647741927172
1730698124.89538,533564416.0,1728187713.0,0.725205749,-0.042865571,0.011638127,-0.687098048,109.941940308,113.952598572,-6.451705456,2.362956470199768,0.0637448510530556
1730698127.54021,155845376.0,1728187716.0,0.688945597,-0.038846818,0.0135744,-0.723643987,110.012107849,111.656425476,-6.405162811,2.297244952242627,0.311333406167903
1730698129.82204,475517184.0,1728187718.0,0.720367591,-0.039952031,0.014355382,-0.692292036,110.091239929,109.519874573,-6.355314255,2.138015820146156,0.0393363342420464
1730698132.04598,694429440.0,1728187720.0,0.71983161,-0.040555282,0.013228934,-0.692836721,110.246963501,107.56993103,-6.29318428,1.9561517455871849,0.0239168788033108
1730698135.07302,720182784.0,1728187723.0,0.712750254,-0.04060948,0.012497551,-0.700129852,110.402305603,104.862670898,-6.221900463,2.7117132206357013,0.01633694297341
1730698137.90212,544252928.0,1728187726.0,0.69736005,-0.042282803,0.012758189,-0.715358894,110.471626282,102.401954651,-6.170014381,2.461692467548866,0.0642448663976835
1730698140.41719,65709824.0,1728187729.0,0.714898115,-0.039683236,0.014053895,-0.697960162,110.689903259,100.130744934,-6.154713154,2.281674476625322,0.0530950663790228
1730698142.63455,284641536.0,1728187731.0,0.697349692,-0.03779248,0.015713738,-0.715561449,110.725372314,98.127723694,-6.028334141,2.0033352544578675,0.018673126484065
1730698144.84859,503537152.0,1728187733.0,0.719836201,-0.039527768,0.014425531,-0.692867493,110.827392578,96.114570618,-5.98663187,2.0157364514427156,0.010503540763226
1730698147.2765,924262656.0,1728187735.0,0.73533587,-0.040169372,0.014275728,-0.676360704,110.960456848,93.960594177,-5.908504486,2.158082623148069,0.0107981335707616
1730698149.89797,546469888.0,1728187738.0,0.716532741,-0.040475274,0.012371207,-0.696268271,111.085067749,91.655075073,-5.860799789,2.3088841927556665,0.010362057852273
1730698152.21548,866371072.0,1728187740.0,0.700430622,-0.039041677,0.014192472,-0.712510485,111.129753113,89.493392944,-5.819211006,2.16214393799159,0.0538756713166621
1730698154.83952,488557568.0,1728187743.0,0.725890998,-0.038634341,0.015311623,-0.686553128,111.272529602,87.162414551,-5.737960815,2.3353469537617046,0.0635429482835947
1730698157.25768,909185792.0,1728187745.0,0.719529709,-0.040457265,0.012043633,-0.69317758,111.42641449,85.02910614,-5.688164711,2.138851405590889,0.0185173716017406
1730698159.57943,228941568.0,1728187748.0,0.702822732,-0.040719808,0.010593087,-0.710119622,111.496170044,82.976028442,-5.593193054,2.054262366724078,0.2053778113774637
1730698161.7127,346945280.0,1728187750.0,0.81624944,-0.045232676,0.029129563,-0.575188959,111.698753357,81.025230408,-5.471908569,1.961288598897248,0.4047042821017436
1730698162.71413,355642368.0,1728187751.0,0.968146498,-0.029896177,0.030263588,-0.246744105,112.190422058,80.479484558,-5.526162148,0.7345588093102199,0.4415873597705288
1730698163.54837,162452992.0,1728187752.0,0.97812251,-0.027989608,0.028781431,-0.204118953,112.736564636,80.368682861,-5.55088377,0.5572689939002234,0.4770337282952943
